series_id,year,period,period_name,value
CWURS49DSA0,2024,M02,February,342.387
CWURS49DSA0,2023,M12,December,338.852
CWURS49DSA0,2023,M10,October,340.263
CWURS49DSA0,2023,M08,August,339.034
CWURS49DSA0,2023,M06,June,336.135
CWURS49DSA0,2023,M04,April,332.082
CWURS49DSA0,2023,M02,February,328.615
CWURS49DSA0,2022,M12,December,324.906
CWURS49DSA0,2022,M10,October,325.897
CWURS49DSA0,2022,M08,August,322.664
CWURS49DSA0,2022,M06,June,321.626
CWURS49DSA0,2022,M04,April,310.928
CWURS49DSA0,2022,M02,February,305.702
CWURS49DSA0,2021,M12,December,301.139
CWURS49DSA0,2021,M10,October,297.873
CWURS49DSA0,2021,M08,August,295.41
CWURS49DSA0,2021,M06,June,293.607
CWURS49DSA0,2021,M04,April,286.7
CWURS49DSA0,2021,M02,February,282.795
CWURS49DSA0,2020,M12,December,279.308
CWURS49DSA0,2020,M10,October,280.152
CWURS49DSA0,2020,M08,August,281.131
CWURS49DSA0,2020,M06,June,276.244
CWURS49DSA0,2020,M04,April,276.427
CWURS49DSA0,2020,M02,February,278.081
CUUR0000SA0,2024,M12,December,315.605
CUUR0000SA0,2024,M11,November,315.493
CUUR0000SA0,2024,M10,October,315.664
CUUR0000SA0,2024,M09,September,315.301
CUUR0000SA0,2024,M08,August,314.796
CUUR0000SA0,2024,M07,July,314.54
CUUR0000SA0,2024,M06,June,314.175
CUUR0000SA0,2024,M05,May,314.069
CUUR0000SA0,2024,M04,April,313.548
CUUR0000SA0,2024,M03,March,312.332
CUUR0000SA0,2024,M02,February,310.326
CUUR0000SA0,2024,M01,January,308.417
CUUR0000SA0,2023,M12,December,306.746
CUUR0000SA0,2023,M11,November,307.051
CUUR0000SA0,2023,M10,October,307.671
CUUR0000SA0,2023,M09,September,307.789
CUUR0000SA0,2023,M08,August,307.026
CUUR0000SA0,2023,M07,July,305.691
CUUR0000SA0,2023,M06,June,305.109
CUUR0000SA0,2023,M05,May,304.127
CUUR0000SA0,2023,M04,April,303.363
CUUR0000SA0,2023,M03,March,301.836
CUUR0000SA0,2023,M02,February,300.84
CUUR0000SA0,2023,M01,January,299.17
CUUR0000SA0,2022,M12,December,296.797
CUUR0000SA0,2022,M11,November,297.711
CUUR0000SA0,2022,M10,October,298.012
CUUR0000SA0,2022,M09,September,296.808
CUUR0000SA0,2022,M08,August,296.171
CUUR0000SA0,2022,M07,July,296.276
CUUR0000SA0,2022,M06,June,296.311
CUUR0000SA0,2022,M05,May,292.296
CUUR0000SA0,2022,M04,April,289.109
CUUR0000SA0,2022,M03,March,287.504
CUUR0000SA0,2022,M02,February,283.716
CUUR0000SA0,2022,M01,January,281.148
CUUR0000SA0,2021,M12,December,278.802
CUUR0000SA0,2021,M11,November,277.948
CUUR0000SA0,2021,M10,October,276.589
CUUR0000SA0,2021,M09,September,274.31
CUUR0000SA0,2021,M08,August,273.567
CUUR0000SA0,2021,M07,July,273.003
CUUR0000SA0,2021,M06,June,271.696
CUUR0000SA0,2021,M05,May,269.195
CUUR0000SA0,2021,M04,April,267.054
CUUR0000SA0,2021,M03,March,264.877
CUUR0000SA0,2021,M02,February,263.014
CUUR0000SA0,2021,M01,January,261.582
CUUR0000SA0,2020,M12,December,260.474
CUUR0000SA0,2020,M11,November,260.229
CUUR0000SA0,2020,M10,October,260.388
CUUR0000SA0,2020,M09,September,260.28
CUUR0000SA0,2020,M08,August,259.918
CUUR0000SA0,2020,M07,July,259.101
CUUR0000SA0,2020,M06,June,257.797
CUUR0000SA0,2020,M05,May,256.394
CUUR0000SA0,2020,M04,April,256.389
CUUR0000SA0,2020,M03,March,258.115
CUUR0000SA0,2020,M02,February,258.678
CUUR0000SA0,2020,M01,January,257.971
CWUR0000SA0,2024,M12,December,309.067
CWUR0000SA0,2024,M11,November,308.998
CWUR0000SA0,2024,M10,October,309.358
CWUR0000SA0,2024,M09,September,309.046
CWUR0000SA0,2024,M08,August,308.64
CWUR0000SA0,2024,M07,July,308.501
CWUR0000SA0,2024,M06,June,308.054
CWUR0000SA0,2024,M05,May,308.163
CWUR0000SA0,2024,M04,April,307.811
CWUR0000SA0,2024,M03,March,306.502
CWUR0000SA0,2024,M02,February,304.284
CWUR0000SA0,2024,M01,January,302.201
CWUR0000SA0,2023,M12,December,300.728
CWUR0000SA0,2023,M11,November,301.224
CWUR0000SA0,2023,M10,October,302.071
CWUR0000SA0,2023,M09,September,302.257
CWUR0000SA0,2023,M08,August,301.551
CWUR0000SA0,2023,M07,July,299.899
CWUR0000SA0,2023,M06,June,299.394
CWUR0000SA0,2023,M05,May,298.382
CWUR0000SA0,2023,M04,April,297.73
CWUR0000SA0,2023,M03,March,296.021
CWUR0000SA0,2023,M02,February,295.057
CWUR0000SA0,2023,M01,January,293.565
CWUR0000SA0,2022,M12,December,291.051
CWUR0000SA0,2022,M11,November,292.495
CWUR0000SA0,2022,M10,October,293.003
CWUR0000SA0,2022,M09,September,291.854
CWUR0000SA0,2022,M08,August,291.629
CWUR0000SA0,2022,M07,July,292.219
CWUR0000SA0,2022,M06,June,292.542
CWUR0000SA0,2022,M05,May,288.022
CWUR0000SA0,2022,M04,April,284.575
CWUR0000SA0,2022,M03,March,283.176
CWUR0000SA0,2022,M02,February,278.943
CWUR0000SA0,2022,M01,January,276.296
CWUR0000SA0,2021,M12,December,273.925
CWUR0000SA0,2021,M11,November,273.042
CWUR0000SA0,2021,M10,October,271.552
CWUR0000SA0,2021,M09,September,269.086
CWUR0000SA0,2021,M08,August,268.387
CWUR0000SA0,2021,M07,July,267.789
CWUR0000SA0,2021,M06,June,266.412
CWUR0000SA0,2021,M05,May,263.612
CWUR0000SA0,2021,M04,April,261.237
CWUR0000SA0,2021,M03,March,258.935
CWUR0000SA0,2021,M02,February,256.843
CWUR0000SA0,2021,M01,January,255.296
CWUR0000SA0,2020,M12,December,254.081
CWUR0000SA0,2020,M11,November,253.826
CWUR0000SA0,2020,M10,October,254.076
CWUR0000SA0,2020,M09,September,254.004
CWUR0000SA0,2020,M08,August,253.597
CWUR0000SA0,2020,M07,July,252.636
CWUR0000SA0,2020,M06,June,251.054
CWUR0000SA0,2020,M05,May,249.521
CWUR0000SA0,2020,M04,April,249.515
CWUR0000SA0,2020,M03,March,251.375
CWUR0000SA0,2020,M02,February,251.935
CWUR0000SA0,2020,M01,January,251.361
